0	0
1	0.00627996
2	0.0125597
3	0.0188389
4	0.0251174
5	0.0313948
6	0.0376711
7	0.0439458
8	0.0502189
9	0.0564899
10	0.0627587
11	0.0690251
12	0.0752887
13	0.0815493
14	0.0878068
15	0.0940607
16	0.100311
17	0.106557
18	0.112799
19	0.119037
20	0.12527
21	0.131498
22	0.137721
23	0.143938
24	0.15015
25	0.156356
26	0.162555
27	0.168749
28	0.174935
29	0.181115
30	0.187287
31	0.193453
32	0.19961
33	0.20576
34	0.211901
35	0.218034
36	0.224159
37	0.230275
38	0.236381
39	0.242479
40	0.248566
41	0.254644
42	0.260712
43	0.26677
44	0.272817
45	0.278853
46	0.284879
47	0.290893
48	0.296896
49	0.302887
50	0.308866
51	0.314832
52	0.320787
53	0.326728
54	0.332657
55	0.338573
56	0.344475
57	0.350364
58	0.356239
59	0.3621
60	0.367947
61	0.373779
62	0.379596
63	0.385399
64	0.391186
65	0.396958
66	0.402714
67	0.408454
68	0.414178
69	0.419886
70	0.425578
71	0.431252
72	0.436909
73	0.44255
74	0.448173
75	0.453778
76	0.459365
77	0.464934
78	0.470485
79	0.476017
80	0.48153
81	0.487025
82	0.4925
83	0.497956
84	0.503392
85	0.508808
86	0.514205
87	0.519581
88	0.524936
89	0.530271
90	0.535585
91	0.540877
92	0.546149
93	0.551399
94	0.556627
95	0.561833
96	0.567017
97	0.572179
98	0.577318
99	0.582434
100	0.587528
101	0.592598
102	0.597645
103	0.602668
104	0.607667
105	0.612643
106	0.617594
107	0.622521
108	0.627424
109	0.632301
110	0.637154
111	0.641982
112	0.646784
113	0.651561
114	0.656312
115	0.661037
116	0.665736
117	0.670409
118	0.675056
119	0.679675
120	0.684268
121	0.688834
122	0.693373
123	0.697885
124	0.702369
125	0.706825
126	0.711254
127	0.715654
128	0.720026
129	0.72437
130	0.728685
131	0.732972
132	0.737229
133	0.741458
134	0.745657
135	0.749827
136	0.753967
137	0.758077
138	0.762158
139	0.766209
140	0.770229
141	0.774219
142	0.778178
143	0.782107
144	0.786005
145	0.789872
146	0.793708
147	0.797512
148	0.801285
149	0.805026
150	0.808736
151	0.812414
152	0.81606
153	0.819673
154	0.823254
155	0.826803
156	0.830319
157	0.833802
158	0.837253
159	0.84067
160	0.844055
161	0.847406
162	0.850723
163	0.854007
